time,data,error,instrument,type
2458387.520826084,0.9982570856183132,0.002703845,TESSY1,LC
2458387.522215004,0.992279493507012,0.0027013854,TESSY1,LC
2458387.523603924,0.9892634101703685,0.0026969879,TESSY1,LC
2458387.524992844,0.98672315555128,0.0026981395,TESSY1,LC
2458387.526381765,0.9896379097001792,0.0026966713,TESSY1,LC
2458387.527770685,0.9857281825799096,0.0026972755,TESSY1,LC
2458387.529159605,0.9895838542136658,0.0027007754,TESSY1,LC
2458387.530548525,0.9855215246103955,0.0026944245,TESSY1,LC
2458387.531937445,0.9905652338600452,0.0026963495,TESSY1,LC
2458387.533326365,0.991104621802482,0.0026944717,TESSY1,LC
2458387.534715285,0.9906676285325192,0.0026963628,TESSY1,LC
2458387.536104205,0.9862685340577504,0.0026939446,TESSY1,LC
2458387.537493126,0.987624438421618,0.0026936338,TESSY1,LC
2458387.538882046,0.9947271815561752,0.002696618,TESSY1,LC
2458387.5402709665,0.989642753571448,0.002700835,TESSY1,LC
2458387.5416598865,0.9933664443585078,0.0026974007,TESSY1,LC
2458387.543048807,0.9905726740306208,0.0027023768,TESSY1,LC
2458387.544437727,0.9895299124982644,0.002695191,TESSY1,LC
2458387.545826647,0.985543859812702,0.0026955483,TESSY1,LC
2458387.5472155674,0.9863713060268234,0.002692386,TESSY1,LC
2458387.5486044874,0.9910004010467228,0.0026954436,TESSY1,LC
2458387.549993408,0.9895047449134292,0.0026956103,TESSY1,LC
2458387.551382328,0.9890699977430578,0.0026942897,TESSY1,LC
2458387.552771248,0.9899772493819452,0.0026921686,TESSY1,LC
2458387.5541601684,0.9825447998886038,0.002694061,TESSY1,LC
2458387.5555490884,0.9848441793848692,0.0026984503,TESSY1,LC
2458387.556938009,0.9892703576668892,0.0026979647,TESSY1,LC
2458387.5583269284,0.9904719349125884,0.0026949116,TESSY1,LC
2458387.559715849,0.9880159311159374,0.0026945346,TESSY1,LC
2458387.561104769,0.984101576184158,0.0026940187,TESSY1,LC
2458387.5624936894,0.9911036901580688,0.0026979274,TESSY1,LC
2458387.5638826094,0.986752613207402,0.0026954666,TESSY1,LC
2458387.5652715294,0.9849118451191604,0.0026923546,TESSY1,LC
2458387.56666045,0.99158177596693,0.0026956107,TESSY1,LC
2458387.56804937,0.989686705932827,0.0026939046,TESSY1,LC
2458387.56943829,0.9883402347906854,0.0026956729,TESSY1,LC
2458387.5708272103,0.9858158526246412,0.0026908524,TESSY1,LC
2458387.5722161303,0.9864384796059696,0.0026959653,TESSY1,LC
2458387.5736050503,0.99276657550545,0.0026972892,TESSY1,LC
2458387.574993971,0.9921340404188042,0.0026985211,TESSY1,LC
2458387.576382891,0.9914980545005704,0.0026967067,TESSY1,LC
2458387.577771811,0.986529217555542,0.0026908899,TESSY1,LC
2458387.579160731,0.9856467096765495,0.0026924061,TESSY1,LC
2458387.580549652,0.9913438809128522,0.0026975521,TESSY1,LC
2458387.581938572,0.9856502611967694,0.002692074,TESSY1,LC
2458387.583327492,0.99446482057435,0.0026961556,TESSY1,LC
2458387.584716412,0.9882250891372,0.0026912936,TESSY1,LC
2458387.586105332,0.9845041367383038,0.0026905176,TESSY1,LC
2458387.587494252,0.9882720834585058,0.0026931071,TESSY1,LC
2458387.588883172,0.9830810993101862,0.0026960056,TESSY1,LC
2458387.590272092,0.9881471244080684,0.0026960094,TESSY1,LC
2458387.591661012,0.9868557685514506,0.0026998513,TESSY1,LC
2458387.5930499323,0.9894867618276506,0.0026946748,TESSY1,LC
2458387.5944388523,0.9882529844316844,0.0026949069,TESSY1,LC
2458387.5958277723,0.9864749561145923,0.002693926,TESSY1,LC
2458387.5972166923,0.9877379570030794,0.0026931004,TESSY1,LC
2458387.5986056128,0.990329417205062,0.0026936338,TESSY1,LC
2458387.5999945328,0.989522826552765,0.0026946117,TESSY1,LC
2458387.601383453,0.9872189051528192,0.0026922005,TESSY1,LC
2458387.602772373,0.9842715530183656,0.0026934971,TESSY1,LC
2458387.604161293,0.991091430309584,0.0026974708,TESSY1,LC
2458387.6055502133,0.987716346715924,0.0026977651,TESSY1,LC
2458387.6069391333,0.992636442478467,0.0026990096,TESSY1,LC
2458387.608328053,0.9855293976176904,0.0026950657,TESSY1,LC
2458387.6097169733,0.9940769721771028,0.0027010182,TESSY1,LC
2458387.6111058933,0.9914515960012432,0.002695844,TESSY1,LC
2458387.6124948133,0.9896968092148096,0.0026950804,TESSY1,LC
2458387.6138837333,0.9901678919708008,0.0026960769,TESSY1,LC
2458387.6152726533,0.9945581040110684,0.0027003384,TESSY1,LC
2458387.6166615733,0.9887977054932544,0.0026938219,TESSY1,LC
2458387.6180504938,0.9928870865250026,0.0027023021,TESSY1,LC
2458387.619439414,0.9924889569332062,0.0026978978,TESSY1,LC
2458387.620828334,0.9947962168292256,0.0027014653,TESSY1,LC
2458387.622217254,0.9925148762298712,0.0026967814,TESSY1,LC
2458387.623606174,0.9983916252751616,0.0026999442,TESSY1,LC
2458387.624995094,0.9959055937304656,0.0027035256,TESSY1,LC
2458387.626384014,0.9978878917354066,0.0027017095,TESSY1,LC
2458387.6277729343,0.9984321693913366,0.0027078649,TESSY1,LC
2458387.6291618543,1.000164776543059,0.0027050863,TESSY1,LC
2458387.6305507743,0.9996701432922253,0.0027036807,TESSY1,LC
2458387.6319396943,1.0001747796537686,0.0027049773,TESSY1,LC
2458387.633328614,1.001587695676894,0.0027018699,TESSY1,LC
2458387.6347175343,1.0002985413937449,0.0027000678,TESSY1,LC
2458387.6361064543,1.006699586688315,0.0027055943,TESSY1,LC
2458387.6374953743,1.00290913166195,0.0027036057,TESSY1,LC
2458387.6388842943,1.0016692763246695,0.002706656,TESSY1,LC
2458387.6402732143,1.0022010207677678,0.0027073268,TESSY1,LC
2458387.6416621343,1.001726764841132,0.0027045081,TESSY1,LC
2458387.6430510543,1.0008293086351712,0.0027049959,TESSY1,LC
2458387.6444399743,1.0049406521587143,0.0027037966,TESSY1,LC
2458387.6458288943,1.0006035954770542,0.0027009009,TESSY1,LC
2458387.6472178143,1.0045002384878612,0.0027087538,TESSY1,LC
2458387.6486067344,1.000204581254169,0.0027025326,TESSY1,LC
2458387.6499956544,1.003357323778422,0.0027030245,TESSY1,LC
2458387.6513845744,1.0019139660972862,0.0027029535,TESSY1,LC
2458387.6527734944,1.001419108155455,0.0027057994,TESSY1,LC
2458387.6541624144,0.9999148799851384,0.0027038946,TESSY1,LC
2458387.6555513344,1.001582491588181,0.0027038013,TESSY1,LC
2458387.6569402544,0.9995109129856232,0.0027069841,TESSY1,LC
2458387.6583291744,1.00194287414463,0.0027063277,TESSY1,LC
2458387.6597180944,1.0016416150864793,0.0027036937,TESSY1,LC
2458387.6611070144,1.0009637558129691,0.0027016888,TESSY1,LC
2458387.6624959344,1.003474996332114,0.0027078621,TESSY1,LC
2458387.6638848544,1.0022911366325982,0.0027038336,TESSY1,LC
2458387.6652737744,0.9990627867204585,0.0027027468,TESSY1,LC
2458387.6666626944,1.0019394165924318,0.0026998222,TESSY1,LC
2458387.6680516144,0.9991158662498628,0.0027011489,TESSY1,LC
2458387.6694405344,0.9999647156817452,0.0027014168,TESSY1,LC
2458387.6708294544,0.9980558349033372,0.0027053256,TESSY1,LC
2458387.672218374,0.9966804139048868,0.0027018932,TESSY1,LC
2458387.673607294,0.9996737726854176,0.0027050183,TESSY1,LC
2458387.674996214,0.9996543612486,0.0027023163,TESSY1,LC
2458387.676385134,0.9988265796103812,0.0027009628,TESSY1,LC
2458387.677774054,1.001153727743854,0.0027001505,TESSY1,LC
2458387.679162974,1.001782765667355,0.0027021482,TESSY1,LC
2458387.680551894,1.001815903383502,0.0027050572,TESSY1,LC
2458387.681940814,1.0079334408996568,0.0027079748,TESSY1,LC
2458387.683329734,1.0024908782092488,0.0027059556,TESSY1,LC
2458387.6847186536,1.001913615305266,0.0027030257,TESSY1,LC
2458387.6861075736,0.9991545721978852,0.0027061743,TESSY1,LC
2458387.6874964936,0.9982282088744742,0.0027017347,TESSY1,LC
2458387.6888854136,1.0013081253100604,0.0027116302,TESSY1,LC
2458393.377882018,0.9983455475132652,0.0027007111,TESSY1,LC
2458393.3792709284,1.0010955162531556,0.0027060716,TESSY1,LC
2458393.380659839,0.9999078061667588,0.0027018976,TESSY1,LC
2458393.3820487494,0.998496767309646,0.0027015072,TESSY1,LC
2458393.38343766,1.00055633962837,0.0027027901,TESSY1,LC
2458393.3848265707,0.9978694431775996,0.0027002671,TESSY1,LC
2458393.386215481,0.9984207779175234,0.0027022108,TESSY1,LC
2458393.387604392,1.002901773881002,0.0027060574,TESSY1,LC
2458393.3889933024,1.003477821072812,0.0027015526,TESSY1,LC
2458393.390382213,1.0024879694512916,0.0027029575,TESSY1,LC
2458393.391771124,1.0007546190620888,0.0027034867,TESSY1,LC
2458393.3931600344,1.002733169901206,0.0027071068,TESSY1,LC
2458393.3945489447,0.9985374619475887,0.0027051934,TESSY1,LC
2458393.395937856,0.9967944952209123,0.0027037391,TESSY1,LC
2458393.397326766,0.9985629597095124,0.0027022373,TESSY1,LC
2458393.3987156767,0.999805705438472,0.0027016911,TESSY1,LC
2458393.400104587,0.9981793923779751,0.0027027754,TESSY1,LC
2458393.4014934977,1.0017207005648547,0.0027038041,TESSY1,LC
2458393.4028824084,1.0013592599823782,0.0027030739,TESSY1,LC
2458393.404271319,1.0020203206105482,0.0027057773,TESSY1,LC
2458393.4056602293,0.9990088425012688,0.0027037791,TESSY1,LC
2458393.40704914,1.0038986456034855,0.0027058308,TESSY1,LC
2458393.40843805,1.005475309968421,0.0027043545,TESSY1,LC
2458393.409826961,0.9978656955607428,0.002703544,TESSY1,LC
2458393.411215872,0.9986885423988456,0.0027043771,TESSY1,LC
2458393.412604782,1.0023241104776677,0.0027038553,TESSY1,LC
2458393.4139936925,0.9984028698038276,0.0027034387,TESSY1,LC
2458393.415382603,1.0023513503753452,0.0027058122,TESSY1,LC
2458393.416771514,0.9999120221824228,0.0027015898,TESSY1,LC
2458393.418160424,0.9993459052465292,0.0027003125,TESSY1,LC
2458393.419549335,1.0003615695450998,0.0027041864,TESSY1,LC
2458393.420938245,1.0015268451045651,0.0027032772,TESSY1,LC
2458393.422327156,1.001241721898834,0.0027047389,TESSY1,LC
2458393.4237160664,0.9951970099536044,0.0027015114,TESSY1,LC
2458393.425104977,0.9971945592449788,0.0027048178,TESSY1,LC
2458393.426493888,1.001733059804406,0.0027022432,TESSY1,LC
2458393.427882798,0.9994701216033608,0.0027015351,TESSY1,LC
2458393.4292717087,1.0057674246699246,0.002706304,TESSY1,LC
2458393.430660619,1.0004411089826788,0.0027033442,TESSY1,LC
2458393.432049529,1.001350994561364,0.0027052334,TESSY1,LC
2458393.43343844,1.000523881388004,0.0027043738,TESSY1,LC
2458393.4348273505,0.9987787694796474,0.002702632,TESSY1,LC
2458393.436216261,1.000328858825124,0.0027014876,TESSY1,LC
2458393.4376051715,1.0007708494364,0.0027039403,TESSY1,LC
2458393.438994082,0.9985674313074022,0.0027078344,TESSY1,LC
2458393.4403829924,1.0028167344353809,0.0027055715,TESSY1,LC
2458393.441771903,0.9961614988258074,0.0027023088,TESSY1,LC
2458393.4431608133,0.9967602044797572,0.0027061224,TESSY1,LC
2458393.444549724,0.994157181392072,0.0027005018,TESSY1,LC
2458393.4459386347,0.9965332995702372,0.0027049999,TESSY1,LC
2458393.447327545,0.9920563089982544,0.0026962394,TESSY1,LC
2458393.448716456,0.991296099691847,0.0026984785,TESSY1,LC
2458393.450105366,0.98685070164585,0.0026980124,TESSY1,LC
2458393.4514942765,0.987447144858839,0.0026950156,TESSY1,LC
2458393.452883187,0.9892026693273984,0.0026983742,TESSY1,LC
2458393.454272097,0.9933162050524716,0.0027034939,TESSY1,LC
2458393.455661008,0.99591746203535,0.0027017125,TESSY1,LC
2458393.4570499184,0.98551578028014,0.0026972503,TESSY1,LC
2458393.4584388286,0.9896910697755202,0.0026968813,TESSY1,LC
2458393.45982774,0.9879400605293004,0.0026964825,TESSY1,LC
2458393.461216649,0.9903006925402084,0.0027020874,TESSY1,LC
2458393.46260556,0.9943518258067124,0.0027005475,TESSY1,LC
2458393.463994471,0.9863500803257156,0.0026984925,TESSY1,LC
2458393.465383381,0.989829856105783,0.0027024718,TESSY1,LC
2458393.466772292,0.9871662931364806,0.0026981153,TESSY1,LC
2458393.468161202,0.9850605814249606,0.0026963558,TESSY1,LC
2458393.4695501127,0.9905147609680413,0.0027011351,TESSY1,LC
2458393.470939023,0.987164921763723,0.0026989516,TESSY1,LC
2458393.4723279336,0.9837604838161412,0.002695197,TESSY1,LC
2458393.473716844,0.9871018571175348,0.0026996064,TESSY1,LC
2458393.4751057546,0.9883422916858752,0.0026965106,TESSY1,LC
2458393.476494665,0.9905145875002568,0.0027004157,TESSY1,LC
2458393.4778835755,0.9897082645848304,0.0026982718,TESSY1,LC
2458393.4792724857,0.9932890829210448,0.0027034199,TESSY1,LC
2458393.4806613964,0.9903486125241118,0.0027034474,TESSY1,LC
2458393.4820503066,0.988676413388047,0.0026986445,TESSY1,LC
2458393.483439217,0.9887842555138628,0.0026993062,TESSY1,LC
2458393.4848281275,0.9904090889024844,0.0027034001,TESSY1,LC
2458393.486217038,0.9847716335497688,0.0026962373,TESSY1,LC
2458393.4876059485,0.9862936494603094,0.0027011433,TESSY1,LC
2458393.4889948587,0.9915932366377884,0.002701452,TESSY1,LC
2458393.4903837694,0.9860567550739512,0.0027030597,TESSY1,LC
2458393.49177268,0.9924237447741104,0.0027042832,TESSY1,LC
2458393.4931615903,0.9891543857367848,0.0026999926,TESSY1,LC
2458393.4945505005,0.990971097958007,0.0027055016,TESSY1,LC
2458393.4959394108,0.9843839714476812,0.0026959786,TESSY1,LC
2458393.497328321,0.9884225661964274,0.0026981428,TESSY1,LC
2458393.498717232,0.9865405222053634,0.0026975521,TESSY1,LC
2458393.5001061424,0.9863042094762384,0.0027002236,TESSY1,LC
2458393.5014950526,0.9883406880063522,0.002699174,TESSY1,LC
2458393.502883964,0.9888482577999104,0.0026984573,TESSY1,LC
2458393.504272873,0.9887097088560696,0.002698679,TESSY1,LC
2458393.505661784,0.9884852611739549,0.0027022774,TESSY1,LC
2458393.5070506944,0.9868181547533698,0.0026998166,TESSY1,LC
2458393.5084396047,0.9892820695947766,0.0026998208,TESSY1,LC
2458393.509828515,0.991141585704474,0.0027073661,TESSY1,LC
2458393.5112174256,0.9901056330754492,0.0027028674,TESSY1,LC
2458393.512606336,0.9880629617081794,0.0027003968,TESSY1,LC
2458393.513995246,0.988659521607336,0.0027026711,TESSY1,LC
2458393.5153841567,0.9862599427683864,0.0027034779,TESSY1,LC
2458393.516773067,0.9894559851929344,0.0026997465,TESSY1,LC
2458393.5181619776,0.9913409588819808,0.002701632,TESSY1,LC
2458393.519550888,0.9881994838356843,0.0027030895,TESSY1,LC
2458393.520939798,0.9877354500497916,0.0026999624,TESSY1,LC
2458393.522328709,0.9928889675288896,0.0027025468,TESSY1,LC
2458393.523717619,0.9841397062661438,0.0027079633,TESSY1,LC
2458393.525106529,0.988400416270564,0.0027030122,TESSY1,LC
2458393.52649544,0.9965894875378412,0.0027047528,TESSY1,LC
2458393.52788435,0.9884074300712926,0.0027017975,TESSY1,LC
2458393.5292732604,0.9888057038661714,0.0027001246,TESSY1,LC
2458393.530662171,0.9926643889167832,0.0027065624,TESSY1,LC
2458393.5320510813,0.9893284852350538,0.0027045084,TESSY1,LC
2458393.5334399915,0.9926473928009908,0.0027077049,TESSY1,LC
2458393.5348289018,0.983987551638801,0.0027009042,TESSY1,LC
2458393.5362178124,0.9919398217258304,0.0027065021,TESSY1,LC
2458393.5376067227,0.993068493074674,0.0027079659,TESSY1,LC
2458393.538995633,0.9922405256809296,0.002705795,TESSY1,LC
2458393.540384544,0.9936956595356388,0.0027088018,TESSY1,LC
2458393.541773454,0.991628874646572,0.0027071119,TESSY1,LC
2458393.543162364,0.9929396409933442,0.0027052048,TESSY1,LC
2458393.5445512743,0.9935469086118304,0.0027087091,TESSY1,LC
2458393.545940185,0.9925783974601072,0.0027108584,TESSY1,LC
2458393.547329095,0.9950336975707352,0.0027076718,TESSY1,LC
2458393.5487180054,0.9907656589244054,0.0027093927,TESSY1,LC
2458393.550106916,0.997531511506419,0.0027123324,TESSY1,LC
2458393.5514958263,0.997342045337744,0.002713393,TESSY1,LC
2458393.552884737,0.9997292803990088,0.0027162607,TESSY1,LC
2458393.554273647,1.002449756702981,0.0027144102,TESSY1,LC
2458393.555662557,1.0015336542483335,0.0027214047,TESSY1,LC
2458393.557051468,1.0023348530214304,0.0027153052,TESSY1,LC
2458393.558440378,1.001661753031298,0.0027194177,TESSY1,LC
2458393.559829288,1.0019947542550198,0.0027157443,TESSY1,LC
2458393.5612181984,0.9967036867337228,0.0027108754,TESSY1,LC
2458393.5626071086,0.9925788304154536,0.0027118775,TESSY1,LC
2458393.56399602,1.004042265343592,0.0027180994,TESSY1,LC
2458393.565384929,0.9998231114851952,0.0027123755,TESSY1,LC
2458393.56677384,1.000868178851229,0.0027150356,TESSY1,LC
2458393.56816275,0.999076377441118,0.0027167895,TESSY1,LC
2458393.5695516607,0.9970748772449416,0.0027151012,TESSY1,LC
2458393.570940571,0.9993552082753522,0.0027149329,TESSY1,LC
2458393.572329481,1.0014362205169012,0.0027168202,TESSY1,LC
2458393.573718392,0.9999199639854478,0.0027190777,TESSY1,LC
2458393.5751073016,1.0030143486659422,0.0027177262,TESSY1,LC
2458393.5764962123,1.0016794645569993,0.0027181916,TESSY1,LC
2458393.5778851225,1.000495681673033,0.0027171075,TESSY1,LC
2458393.5792740327,1.003909399986744,0.002719006,TESSY1,LC
2458393.580662943,0.9952442195305292,0.0027131233,TESSY1,LC
2458393.582051853,1.0021952402812828,0.0027152577,TESSY1,LC
2458393.583440764,0.9990663922296265,0.0027200894,TESSY1,LC
2458393.5848296736,1.0011637853925854,0.0027165236,TESSY1,LC
2458393.586218584,1.001561609749401,0.0027170503,TESSY1,LC
2458393.5876074946,1.002195735333359,0.0027165592,TESSY1,LC
2458393.588996405,1.0039401620932829,0.0027232424,TESSY1,LC
2458393.590385315,1.0006958900784793,0.0027199024,TESSY1,LC
2458393.591774225,1.002129219253607,0.0027170351,TESSY1,LC
2458393.5931631355,1.0025935496096294,0.0027200447,TESSY1,LC
2458393.5945520457,1.0029807811832212,0.0027228252,TESSY1,LC
2458393.5959409564,0.9997495239171836,0.002719769,TESSY1,LC
2458393.5973298666,1.0010401478663122,0.0027261979,TESSY1,LC
2458393.598718777,1.0018070829974377,0.0027208622,TESSY1,LC
2458393.600107687,0.9988074592618597,0.0027187609,TESSY1,LC
2458393.6014965973,1.0026627567443929,0.0027217113,TESSY1,LC
2458393.6028855075,1.0009498953981586,0.0027204498,TESSY1,LC
2458393.6042744177,0.9990951651695102,0.0027218012,TESSY1,LC
2458393.605663328,1.0029268761497896,0.0027232992,TESSY1,LC
2458393.6070522387,1.001844618251889,0.0027224657,TESSY1,LC
2458393.608441149,0.9997591615442488,0.0027215048,TESSY1,LC
2458393.609830059,1.001817005983952,0.0027295663,TESSY1,LC
2458393.611218969,1.001851751495916,0.0027213816,TESSY1,LC
2458393.61399679,1.001616546030839,0.0027265607,TESSY1,LC
2458399.3015847835,1.001727274883924,0.0027031351,TESSY1,LC
2458399.302973691,0.9995679381571037,0.0026985018,TESSY1,LC
2458399.3043625983,1.0019737221216878,0.002699069,TESSY1,LC
2458399.305751506,0.9980887568369594,0.0027017831,TESSY1,LC
2458399.3071404127,0.9964337021490186,0.0027036946,TESSY1,LC
2458399.30852932,1.002768198210751,0.0026994804,TESSY1,LC
2458399.309918228,0.998840154900933,0.0026993037,TESSY1,LC
2458399.311307135,0.9978777671581576,0.0026999537,TESSY1,LC
2458399.3126960425,1.0021526949173865,0.0027032259,TESSY1,LC
2458399.31408495,1.0017852832266163,0.0027013139,TESSY1,LC
2458399.3154738573,1.0003104721661726,0.0027003982,TESSY1,LC
2458399.316862765,1.003417161828751,0.0027019975,TESSY1,LC
2458399.318251672,0.9992166820068182,0.0027018187,TESSY1,LC
2458399.319640579,0.9958829228710596,0.0027020546,TESSY1,LC
2458399.3210294866,1.0034081342654884,0.0027067175,TESSY1,LC
2458399.322418394,1.000290026251068,0.0027020522,TESSY1,LC
2458399.323807301,1.0024353188968385,0.0027022585,TESSY1,LC
2458399.3251962084,0.999535592046316,0.0027014562,TESSY1,LC
2458399.326585116,1.000631805767774,0.0026987998,TESSY1,LC
2458399.327974024,0.9959512000824624,0.0026975933,TESSY1,LC
2458399.3293629307,1.0011721949944032,0.0026973386,TESSY1,LC
2458399.3307518377,0.9981075704557192,0.0027041307,TESSY1,LC
2458399.332140745,0.9987216763901804,0.0026992082,TESSY1,LC
2458399.333529653,1.0022097828845098,0.0027050814,TESSY1,LC
2458399.33491856,1.0035433799465818,0.0027014725,TESSY1,LC
2458399.3363074674,1.000607077459725,0.0026999637,TESSY1,LC
2458399.3376963744,0.9995141155604876,0.0027007468,TESSY1,LC
2458399.339085282,1.0003045740926115,0.0026985132,TESSY1,LC
2458399.3404741893,1.0013204731224885,0.0026975556,TESSY1,LC
2458399.341863096,0.9998391427173512,0.002699414,TESSY1,LC
2458399.343252004,1.0010724969297136,0.0026999796,TESSY1,LC
2458399.344640911,1.0024433586281298,0.002697546,TESSY1,LC
2458399.346029818,1.0040212206982124,0.00269833,TESSY1,LC
2458399.347418725,0.9996524430644912,0.0026962913,TESSY1,LC
2458399.348807633,1.0015633456780813,0.0027011642,TESSY1,LC
2458399.35019654,0.9966783585152296,0.0027025007,TESSY1,LC
2458399.351585448,0.9972307216498638,0.0026975472,TESSY1,LC
2458399.3529743548,1.0018824350545177,0.0027055216,TESSY1,LC
2458399.354363262,1.001298498641162,0.0026994296,TESSY1,LC
2458399.355752169,0.999976542495456,0.0026969546,TESSY1,LC
2458399.3571410766,0.99928960650509,0.0027002895,TESSY1,LC
2458399.358529984,0.999738140708714,0.0027010725,TESSY1,LC
2458399.359918891,0.9969879851424056,0.0027017782,TESSY1,LC
2458399.3613077984,0.9973282196994104,0.0027008641,TESSY1,LC
2458399.3626967054,0.9988293744586232,0.0026995649,TESSY1,LC
2458399.364085613,1.0005240493240986,0.0027045505,TESSY1,LC
2458399.36547452,0.9952059543731572,0.0026953684,TESSY1,LC
2458399.366863427,0.9952836295018842,0.0026950866,TESSY1,LC
2458399.3682523347,0.9927778548113492,0.0026947404,TESSY1,LC
2458399.3696412416,0.9891934201407232,0.0026915018,TESSY1,LC
2458399.371030149,0.992429125582432,0.002692332,TESSY1,LC
2458399.3724190565,0.993114831165432,0.0026962946,TESSY1,LC
2458399.3738079634,0.9874718267398328,0.0026896344,TESSY1,LC
2458399.375196871,0.9873312224512386,0.0026918435,TESSY1,LC
2458399.376585778,0.989382528142195,0.0026913937,TESSY1,LC
2458399.3779746853,0.9867676839374036,0.0026913935,TESSY1,LC
2458399.3793635927,0.9901182497171712,0.0026938517,TESSY1,LC
2458399.3807525,0.986857345520751,0.0026956582,TESSY1,LC
2458399.382141407,0.991145611368906,0.0026911835,TESSY1,LC
2458399.383530314,0.9861305371888186,0.0026913404,TESSY1,LC
2458399.384919221,0.988326503048296,0.0026882079,TESSY1,LC
2458399.3863081285,0.9937309188829052,0.0026937067,TESSY1,LC
2458399.3876970354,0.991632194734107,0.0026975353,TESSY1,LC
2458399.389085943,0.9891317905425686,0.0026902868,TESSY1,LC
2458399.39047485,0.9943309863592804,0.0026938319,TESSY1,LC
2458399.3918637573,0.9918156821141362,0.0026914836,TESSY1,LC
2458399.393252664,0.9847742378537602,0.0026886407,TESSY1,LC
2458399.394641572,0.9838620535512184,0.0026921511,TESSY1,LC
2458399.396030479,0.9853014491581455,0.0026895697,TESSY1,LC
2458399.397419386,0.987528884738186,0.0026907527,TESSY1,LC
2458399.398808293,0.987283320249355,0.002691241,TESSY1,LC
2458399.4001972005,0.9841695256680764,0.002687833,TESSY1,LC
2458399.4015861074,0.9927930110252298,0.0026938517,TESSY1,LC
2458399.402975015,0.9870634062876444,0.0026906726,TESSY1,LC
2458399.404363922,0.9906177014611824,0.002692715,TESSY1,LC
2458399.405752829,0.9870833865707554,0.0026887539,TESSY1,LC
2458399.407141736,0.9915161315880128,0.0026939791,TESSY1,LC
2458399.408530643,0.989698916492476,0.0026938466,TESSY1,LC
2458399.40991955,0.9836172213183584,0.0026916515,TESSY1,LC
2458399.4113084576,0.9870619560217898,0.0026871415,TESSY1,LC
2458399.412697365,0.993085430618804,0.0026926878,TESSY1,LC
2458399.414086272,0.9917412351217622,0.0026926976,TESSY1,LC
